track_name,artists,track_id
Big S**t Poppin' [Do It],['T.I.'],5tEbnKMOMK8LLoOIsEkWRr
24's (Vocals Only),['T.I.'],33j4CLU9UyRjO63ry5J61Q
Swagga Like Us,"['T.I.', 'Kanye West', 'Lil Wayne']",2kNtAwWATYkqV3CdT20RV0
U Don't Know Me,['T.I.'],2SuMoyOaAVBg5AzfKyZaKV
Hood Nigga,['Gorilla Zoe'],323Tzd2yjV4pifrVAajafb
Lost,['Gorilla Zoe'],6XIiqQp6A0gzaIEaDszkZX
I Got It (feat. Big Block),"['Gorilla Zoe', 'Big Block']",6g7bQ8qabCjVQQj2giiYZZ
Juice Box (feat. Yung Joc),"['Gorilla Zoe', 'Yung Joc']",7wuh65sqmWBJRsjhmOM3Wl
I'm Dumb,['Gorilla Zoe'],7zLFQs7K5DSsRTJi1lJQdd
Back Then,['Mike Jones'],5krOROgmf8adn3SJzeKLZy
Flossin' (feat. Big Moe),"['Mike Jones', 'Big Moe']",7r8KGFyID2uExN5FupG4AT
"Cuddy Buddy (feat. Lil Wayne, T-Pain & Twista)","['Mike Jones', 'Lil Wayne', 'T-Pain', 'Twista']",5jfdZRtygUxV50rsbIF5zj
Screw Dat,['Mike Jones'],4tIPgKJa5DVpJqu7GvH4gU
"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)","['Yung Joc', 'Brandy ""Ms. B"" Hambrick']",6giYNaycmjkbf7UmZ6RGtL
Get Like Me,"['David Banner', 'Chris Brown', 'Yung Joc']",2IBF9lQ9lgVai8LkskI5L7
Me & U (Remix) [feat. P. Diddy & Yung Joc],"['Cassie', 'Diddy', 'Yung Joc']",6Rlf0CM4DEKOyxsxeVMq6w
Bottle Poppin' (feat. Gorilla Zoe),"['Yung Joc', 'Gorilla Zoe']",1AKIrNGGllZmEbh9BbEx0O
Some Cut (feat. Cutty),"['Trillville', 'Cutty']",07u02f6biDHx5VexfAs41b
Neva Eva (feat. Lil' Scrappy & Lil' Jon),"['Trillville', 'Lil Jon', 'Lil Scrappy']",22X6L7nd5rV36isOrn4hnY
Cutty Buddy,['Trillville'],57rjJ54Tu3pXI2X4owPg51
Rock Yo Hips,['Crime Mob'],76dZuMVXjIyLPRLv00skGd
Stilettos (Pumps),['Crime Mob'],1bWFvGIN7b5cTps09X6tZ8
Money in the Bank (feat. Young Buck) - Remix,"['Lil Scrappy', 'Young Buck']",6YTp4sUEi3oWNToQvOjke6
No Problem,['Lil Scrappy'],4X0gLfG9AtY5Kja1Ejbz51
Oh Yeah (Work) (feat. Sean P. of YoungBloodZ and E-40),"['Lil Scrappy', 'E-40', 'Sean Paul']",44K6XKn212DOseP82tWXPS
Betcha Can't Do It Like Me,['D4L'],1KW8BTLgbRCTH8pzUmboLE
Tatted Up,"['DJ Storm', 'D4L', 'Desert Storm South']",05cA5ezq5ChgS4DBbQ3jyk
A Bay Bay - Single Version,['Hurricane Chris'],6MnFB3qurhmGs1xdjrz5Bg
Halle Berry (She's Fine) (feat. Superstarr),"['Hurricane Chris', 'Superstarr']",63XXvHR6FfiRDk5lKNNCMI
The Hand Clap (feat. Big Poppa & Hollyhood Bay Bay) - MAIN,"['Hurricane Chris', 'Big Poppa', 'HollyHood Bay Bay']",6V5r8IMSL7wTZlFmi8AjR0
Never Scared (feat. Killer Mike & T.I.) - Club Mix,"['Bone Crusher', 'Killer Mike', 'T.I.']",4kmIO0yPq92dXtKCL28RfC
Sittin' Sidewayz (feat. Big Pokey),"['Paul Wall', 'Big Pokey']",24PWKmemCvqfyVXODhoKHW
Break Em' Off (feat. Lil' Keke),"['Paul Wall', ""Lil' Keke""]",3xhTCpyWpZJ6z5miHy8TRF
Grillz,"['Nelly', 'Paul Wall', 'Ali & Gipp']",3YQjgTpUVNWvpYeb2mtTF7
"Pop, Lock, And Drop It","['Swishahouse', 'Paul Wall']",4hiIWta35E7QT2DzKu5Oln
Pourin' Up,['Pimp C'],3HkMNtOIciULbIrsxyl1mq
Him & I (with Halsey),"['G-Eazy', 'Halsey']",5k38wzpLb15YgncyWdTZE4
You Don't Own Me (feat. G-Eazy),"['SAYGRACE', 'G-Eazy']",6KI1ZpZWYAJLvmVhCJz65G
1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",5tz69p7tJuGPeMGwNTxYuV
INDUSTRY BABY (feat. Jack Harlow),"['Lil Nas X', 'Jack Harlow']",27NovPIUIRrOZoCHxABJwK
Up,['Cardi B'],1XXimziG1uhM0eDNCZCrUl
Get Into It (Yuh),['Doja Cat'],0W6I02J9xcqK8MtSeosEXb
WAP (feat. Megan Thee Stallion),"['Cardi B', 'Megan Thee Stallion']",4Oun2ylbjFKMPTiaSbbCih
Anaconda,['Nicki Minaj'],794F99D5BQHS5ZGRXAs7I5
I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",58q2HKrzhC3ozto2nDdN4z
Really Really,['Kevin Gates'],10I3CmmwT0BkOVhduDy53o
Praise God,['Kanye West'],0WSEq9Ko4kFPt8yo3ICd6T
POWER,['Kanye West'],2gZUPNdnz5Y45eiGxpHGSc
American Boy,"['Estelle', 'Kanye West']",22UDw8rSfLbUsaAGTXQ4Z8
Flashing Lights,"['Kanye West', 'Dwele']",31I3Rt1bPa2LrE74DdNizO
All Falls Down,"['Kanye West', 'Syleena Johnson']",5SkRLpaGtvYPhw02vZhQQ9
All Of The Lights,['Kanye West'],22L7bfCiAkJo5xGSQgmiIO
Touch The Sky,"['Kanye West', 'Lupe Fiasco']",2dxjKgT0li4qBI3QwuN9Ih
Can't Tell Me Nothing,['Kanye West'],2MIBAmYwiuGoKUlpq9B9sZ
Jesus Walks,['Kanye West'],5g1vtHqi9uV7xtYeCcFOBx
Holy (feat. Chance The Rapper),"['Justin Bieber', 'Chance the Rapper']",6Xgq7MvZiet0hVi3KaDSgJ
Yacht Club (feat. Juice WRLD),"['Lil Yachty', 'Juice WRLD']",5R2rsbwCDXORX2tLfprRmM
Too Close,['Next'],5IFCyWplye09HytIP80RCF
Wifey - Club Mix/Dirty Version,['Next'],1NNDZc9BHaWe9JqIsPRlNV
Weedman,['Bone Thugs-N-Harmony'],5XlYPZ7XNkWw4kxgZXM9wk
Fuck The Money,"['B.o.B', 'Asher Roth Prod. By Kanye West']",19gW8vZzd0rxCW85O2rbkW
I Used to Love H.E.R.,['Common'],4TboAbE2pCUUB0fk6Q9rUU
We Don't Have To Take Our Clothes Off,['Jermaine Stewart'],7o9KG7iQY8KACz7PZXYpyv
CUT EM IN (feat. Rick Ross),"['Anderson .Paak', 'Rick Ross']",68wXv4DokvcOVNvuJ7FbWp
Fuck My Job,['Calimar White'],3XC7PIZGrna52zyFDXp48L
No Hands (feat. Roscoe Dash & Wale),"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']",03tqyYWC9Um2ZqU0ZN849H
RAP DEVIL,['Machine Gun Kelly'],43TP6JCWXgkc2D7Xjz5hBr
clown (with Trevor Daniel),"['blackbear', 'Trevor Daniel']",2CWgsjHSIz6cNFiueadyQs
Lil Bit,"['Nelly', 'Florida Georgia Line']",0NmuYnjETG3u3qx0OmEJev
Astronaut In The Ocean,['Masked Wolf'],3Ofmpyhv5UAQ70mENzB277
Super Gremlin,['Kodak Black'],2bBClS4zzrRd4Aj59NaKSv
Dance Monkey,['Tones And I'],2XU0oxnq2qxCpomAAuJY8K
One Dance,"['Drake', 'Wizkid', 'Kyla']",1xznGGDReH1oQq0xzbwXa3
Heat Waves,['Glass Animals'],02MWAaffLxlfxAUY7c5dvx
Sticky Icky,"['Pitbull', 'Jim Jones']",7FGvAPKP5rn0JnWn6qLqVP
Be Faithful,"['Fatman Scoop', 'The Crooklyn Clan']",2jGUAB6hKlzK0pZmZpQ02g
What Would You Do?,['City High'],1JeRFLoIpWHUgYogZCNUPY
Thong Song,['Sisqo'],5Mmk2ii6laakqfeCT7OnVD
Hoochie Mama,['2 LIVE CREW'],3eFBLpdod3HTbTCxzxVKYK
Tootsee Roll,['69 Boyz'],0wfuwgtWKZYRYAONxXPjPO
Bling Bling,['B.G.'],4GUQGTQbrpLj13OM1fYnP6
Poison,['Bell Biv DeVoe'],6m59VvDUi0UQsB2eZ9wVbH
Hit 'Em Up Style (Oops!),['Blu Cantrell'],3flAV51ACbtIcEixb0QeZv
My Prerogative,['Bobby Brown'],0v9kGNjkKdQUdDoBIuiph4
Motownphilly,['Boyz II Men'],4wDSLkTUIpRsn3UbCzW9wV
No Sex,['Chris Rock'],4f7i5mGkpmjORhoN77kSch
"Bills, Bills, Bills","[""Destiny's Child""]",1Oi2zpmL81Q0yScF1zxaC0
"Jumpin', Jumpin'","[""Destiny's Child""]",4pmc2AxSEq6g7hPVlJCPyP
Say My Name,"[""Destiny's Child""]",7H6ev70Weq6DdpZyyTmUXk
The Humpty Dance,['Digital Underground'],4WxQGUmWBRNovxlF2g8Xdv
The Fresh Prince of Bel-Air,['DJ Jazzy Jeff & The Fresh Prince'],0UREO3QWbXJW3gOUXpK1am
Let Me Clear My Throat - Old School Reunion Remix '96,['DJ Kool'],6Sh54zHJjnLvpyr5Eom5F9
My Lovin' (You're Never Gonna Get It),['En Vogue'],0YneC4nNQEsKCqAGCv1tJK
Love Like This,['Faith Evans'],7MQywXGHEev7JmwwIzMcao
Da' Dip (ORIGINAL),['Freak Nasty'],2h2V4peAb0UQDMBAP2H9Ys
My Boo - Hitman's Club Mix,['Ghost Town DJs'],2OawRn0NvWkStuemgdae4i
Here Comes the Hotstepper - Heartical Mix,"['Ini Kamoze', 'Salaam Remi']",3QRM0qZB7oMYavveH0iEqx
Jump,['Kris Kross'],27AHAtAirQapVldIm4c9ZX
U Can't Touch This,['MC Hammer'],1B75hgRqe7A4fwee3g3Wmu
2 Legit 2 Quit,"['MC Hammer', 'Saja']",4ZnKSrukEcPuMxGrcZEEh1
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),"['T-Pain', 'Joey Galaxy']",6QgkOxBXqVRjZ1JcIDbDYY
HIGHEST IN THE ROOM,['Travis Scott'],3eekarcy7kvN4yt5ZFzltW
WIN,['Jay Rock'],69WMdZSqdQwFgLVpbMsZ2J
Pass The Dutch,"['Young Money', 'Shawt Dawg']",3TlFNLjRnslvF7Y5iS34ZA
Same Girl (with Usher),"['R. Kelly', 'USHER']",6OSmeoh8kXhCfz9WqvzDoJ
You Made Me Love You,['R. Kelly'],1h9BIVDoluv0iZl7ZDBXjw
Young Dumb & Broke,['Khalid'],5Z3GHaZ6ec9bsiI5BenrbY
Couldn't Be A Better Playa - Lil Jon & the Eastside Boyz Feat. T,['Lil Jon & The East Side Boyz'],6kL0m9YKOaMxdO0sgbeq5H
Knuck If You Buck (feat. Lil' Scrappy),"['Crime Mob', 'Lil Scrappy']",0RZXNlGPvfMo54fd6uCvAT
Suga Suga,"['Baby Bash', 'Frankie J']",6Nq5lE0CeOAAAqN4qhkbZU
ARROGANT AMERiCAN FREESTYLE - REMIX,"['Riff Raff', 'Dirt Nasty', 'Andy Milonakis', 'Three Loco']",6Uw77XfBxwg7VX6mMdqAmT
El Chapo,"['Andy Milonakis', 'Greekgodx']",3FfzdhMWVcjtyKbyuV0L7u
Mambo No. 5 (a Little Bit of...),['Lou Bega'],6x4tKaOzfNJpEJHySoiJcs
Super Freaky Girl,['Nicki Minaj'],2yjlYDiNiQkdxVqTlaSrlX
I Like You (A Happier Song) (with Doja Cat),"['Post Malone', 'Doja Cat']",0O6u0VJ46W86TxN9wgyqDj
Vegas (From the Original Motion Picture Soundtrack ELVIS),['Doja Cat'],0hquQWY3xvYqN4qtiquniF
Betty (Get Money),['Yung Gravy'],4cacyP5c3PMlfnyjpg13xW
About Damn Time,['Lizzo'],6HMtHNpW6YPi1hrw9tgF8P
Westside Bristol,"['Alonestar', 'The Game', 'Jethro Sheeran']",1dI3gIEXZwpdLJOBcdmwj1
Breakfast,['Dove Cameron'],6GUiIbJ834FcHewby3PwV0
World's Smallest Violin,['AJR'],3jHBgKdLCf46aP3HRI0WYv
Running Up That Hill (A Deal With God) - 2018 Remaster,['Kate Bush'],29d0nY7TzCoi22XBqDQkiP
New Level (feat. Future),"['A$AP Ferg', 'Future']",11BIoKDpTJHX5mZt6p566h
Ride orDie,['Boote Gang'],0zj8Xf2PjK2SRPvoinZytS
Wild Thing,['Tone-Loc'],0gljI0CtjpdZK6ecidfxto
For The Record (Dylan Sitts Remix),"['Dylan Sitts', 'HDBeenDope']",0GOqNgtK1cXVpVks6oDRW6
Pound,['Stalley'],5R50a3zfcUAAVy8bjfktDw
Gangsta's Paradise,"['Coolio', 'L.V.']",1DIXPcTDzTj8ZMHt3PDt8p
Fantastic Voyage,['Coolio'],5vpDsiVqiZLRwKAzQO708k
Get Rich - Remix By Welon,"['Coolio', 'G-Lu', 'Goast']",7nukmkMGLjvgBRZu0DTvuK
What Is An MC,['Coolio'],1sEY2ApoZv6NnxqL8niytl
Money (Dollar Bill Y'all),['Coolio'],3TidJUS4FxxHgy1cBMymHF
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"['Pras', ""Ol' Dirty Bastard"", 'Mýa']",31bf9SEOppLU6lQ85d8om6
Go Fuck Yourself,['Two Feet'],4NZrZgrRoR4GwR7flWOXRI
"Tell Tell Tell (Stop Snitchin') (feat. Mr. Bigg, Lyfe Jennings & Young Jeezy) - Explicit Album Version","['Project Pat', 'Mr. Bigg', 'Lyfe Jennings', 'Jeezy']",1pNN9kkePpNFl9LYeYZ5af
I Gotta Feeling,['Black Eyed Peas'],2H1047e0oMSj10dgp7p2VG
Where Is The Love?,['Black Eyed Peas'],0xmjwnQ3FNE6HuWCt2nHdZ
Just Can’t Get Enough,['Black Eyed Peas'],3JA9Jsuxr4xgHXEawAdCp4
Pump It,['Black Eyed Peas'],2ygMBIctKIAfbEBcT9065L
Meet Me Halfway,['Black Eyed Peas'],3F9ByoUqu31xU0I3G5xfVg
My Humps,['Black Eyed Peas'],20jYtEun4dUdYZ9foaOC48
Boom Boom Pow,['Black Eyed Peas'],3oDFtOhcN08qeDPAK6MEQG
Let's Get It Started - Spike Mix,['Black Eyed Peas'],4hfIVhq0F0zFUcrbecsYmo
Imma Be,['Black Eyed Peas'],0oJMv049q8hEkes9w0L1J4
Don't Phunk With My Heart,['Black Eyed Peas'],5MzjQ95rdB2xt9DNa2IzaC
Rock That Body,['Black Eyed Peas'],7K8XoQXZBffc4xG2xIQHMO
Shoop,['Salt-N-Pepa'],0Pu71wxadDlB8fJXfjIjeJ
Whatta Man,"['Salt-N-Pepa', 'En Vogue']",7sJN693sYKEIEMu7fc5VnJ
Let's Talk About Sex,['Salt-N-Pepa'],6hTBP6QLwJdxbKyLlLXrGo
In The Stars,['Benson Boone'],1ei3hzQmrgealgRKFxIcWn
Ugly,['$uicideboy$'],3qDbBtbRv6eBls6q51pAL7
Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']",3nqQXoyQOWXiESFLlDF1hG
Talk To Me,"['Mark Mendy', 'Séb Mont']",7kOEAYqtX7OjQhNxQT4bPI
Cold Heart - PNAU Remix,"['Elton John', 'Dua Lipa', 'PNAU']",6zSpb8dQRaw0M1dK8PBwQz
good 4 u,['Olivia Rodrigo'],4ZtFanR9U6ndgddUvNcjcG
abcdefu,['GAYLE'],4fouWK6XVHhzl78KzQ1UjL
Levitating (feat. DaBaby),"['Dua Lipa', 'DaBaby']",463CkQjx2Zk1yXoBuierM9
Save Your Tears (with Ariana Grande) (Remix),"['The Weeknd', 'Ariana Grande']",37BZB0z9T8Xu7U3e65qxFy
Blinding Lights,['The Weeknd'],0sf12qNH5qcw8qpgymFOqD
Watermelon Sugar,['Harry Styles'],6UelLqGlWMcVH1E5c4H7lY
Don't Start Now,['Dua Lipa'],6WrI0LAC5M1Rw2MnX2ZvEg
Kiss Me More (feat. SZA),"['Doja Cat', 'SZA']",3DarAbFujv6eYNliUTyqtz
The Box,['Roddy Ricch'],0nbXyq5TXYPCO7pr3N8S4I
Señorita,"['Shawn Mendes', 'Camila Cabello']",0TK2YIli7K1leLovkQiNik
7 rings,['Ariana Grande'],14msK75pk3pA33pzPVNtBF
High Hopes,['Panic! At The Disco'],1rqqCSm0Qe4I9rUvWncaom
Shape of You,['Ed Sheeran'],7qiZfU4dY1lWllzX7mPBI3
Closer,"['The Chainsmokers', 'Halsey']",7BKLCZ1jbUBVqRi2FVlTVw
Eastside (with Halsey & Khalid),"['benny blanco', 'Halsey', 'Khalid']",0d2iYfpKoM0QCKvcLCkBao
Let Me Love You,['Mario'],3ibKnFDaa3GhpPGlOUj7ff
Centuries,['Fall Out Boy'],04aAxqtGp5pv12UXAg4pkq
"Hey, Soul Sister",['Train'],24YvUQnuPL8gObCfSnAobH
All of Me,['John Legend'],3U4isOIWM3VvDubwSI3y7a
Love Yourself,['Justin Bieber'],50kpGaPAhYJ3sGmk6vplg0
Stitches,['Shawn Mendes'],3zkWCteF82vJwv0hRLba76
Rude,['MAGIC!'],6RtPijgfPKROxEzTHNRiDp
Grenade,['Bruno Mars'],2tJulUYLDKOg9XrtVkMgcJ
I'm Not The Only One,['Sam Smith'],0fioLzGM8ngbD1w6fMmm45
Walter White,"['Forgiato Blow', 'Bezz Believe']",19O4dTFbBFSdNuGSigy1p4
WAM,"['A$AP Ferg', 'MadeinTYO']",7f2HHmhlbdkW5f9Ge26qny
Oxy Cotton,['Lil Wyte'],5PtMwNq8Dp31uYdGGacVJE
My Smokin' Song,['Lil Wyte'],6M3tbJcqQDOrTE9EbataIr
Hollaback Girl,['Gwen Stefani'],0LzrhCZFXW94Y8nwtTuRlw
Mexican Radio,['South Park Mexican'],419BgOz6TVQm8vvgiwXq5X
Flowers,['Miley Cyrus'],0yLdNVWF3Srea0uzk55zFn
"Hey, Mickey!",['Baby Tate'],3RKjTYlQrtLXCq5ncswBPp
Limbo,['Freddie Dredd'],37F7E7BKEw2E4O2L7u0IEp
"Sex, Drugs, Etc.",['Beach Weather'],7DbdUf8aHSYoliSjO6LZv6
Fancy,"['Iggy Azalea', 'Charli XCX']",3oiMJQAWVaxSubJ7b2VUtX
Black Widow,"['Iggy Azalea', 'Rita Ora']",7pNC5ZIKtwUK0ReSpM3P9f
Scream & Shout,"['will.i.am', 'Britney Spears']",2iJuuzV8P9Yz0VSurttIV5
Like A G6,"['Far East Movement', 'The Cataracs', 'DEV']",4DvhkX2ic4zWkQeWMwQ2qf
Dynamite,['Taio Cruz'],2CEgGE6aESpnmtfiZwYlbV
Break Your Heart,['Taio Cruz'],7ElF5zxOwYP4qVSWVvse3W
Party Rock Anthem,"['LMFAO', 'Lauren Bennett', 'GoonRock']",0IkKz2J93C94Ei4BvDop7P
Sexy And I Know It,['LMFAO'],0obBFrPYkSoBJbvHfUIhkv
Wild Ones (feat. Sia),"['Flo Rida', 'Sia']",1NpW5kyvO4XrNJ3rnfcNy3
Whistle,['Flo Rida'],3bC1ahPIYt1btJzSSEyyrF
Club Can't Handle Me (feat. David Guetta),"['Flo Rida', 'David Guetta']",6ebkx7Q5tTxrCxKq4GYj0Y
TiK ToK,['Kesha'],0HPD5WQqrq7wPWR7P7Dw1i
Die Young,['Kesha'],7EQGXaVSyEDsCWKmUcfpLk
Beautiful Girls,['Sean Kingston'],1hGy2eLcmC8eKx7qr1tOqx
Stereo Hearts (feat. Adam Levine),"['Gym Class Heroes', 'Adam Levine']",0qOnSQQF0yzuPWsXrQ9paz
Cupid's Chokehold / Breakfast in America,['Gym Class Heroes'],2Lhdl74nwwVGOE2Gv35QuK
I Took A Pill In Ibiza - Seeb Remix,"['Mike Posner', 'Seeb']",1MtUq6Wp1eQ8PC6BbPCj8P
Cooler Than Me - Single Mix,"['Mike Posner', 'Gigamesh']",2V4bv1fNWfTcyRJKmej6Sj
Opposite of Adults,['Chiddy Bang'],01oPNCtTniFT3YM4K3ksTf
Buzzin',"['Shwayze', 'Cisco Adler']",3wQaW4rEZe7AaDrlrX4eDy
Corona And Lime,"['Shwayze', 'Cisco Adler']",4U5CjTT6uObhD2vwnD4zOF
Tie Me Down (feat. Ray J),"['New Boyz', 'Ray J']",4faiJXyBflUVVOOE9fxbeg
Am I Wrong,['Nico & Vinz'],1fidCEsYlaVE3pHwKCvpFZ
Billionaire (feat. Bruno Mars),"['Travie McCoy', 'Bruno Mars']",2qPUnoasNe4Ep43emVXEig
Floats My Boat,['Aer'],2xH94bp1TPSMPPPnnSwIGL
I Love College,['Asher Roth'],1akgiRM3mN2nxu2AX6ACCW
Smell These Roses,['The Holdup'],5x5jOIv5ezHVlVFC6dFq6R
My Dick,['Mickey Avalon'],2tN2Kvzm2ITh1jnMKjjWBZ
Rump Shaker - Modern Pop Workout Mix,['Wreckx-N-Effect'],4vzvI7mWo9xvlDnlJQTB6U
Back to the Hotel,['N2DEEP'],2TVWQ8xDTLvjimMSqW3F96
Baby Got Back,['Sir Mix-A-Lot'],0lSCiYLez4KwmOGS1HKb7t
Whoomp! (There It Is),['Tag Team'],4DCHUu9qgrtFIY5o184J6z
Slam,['Onyx'],6dBQ5asGzaKH9313wBxvIz
Don't Drop That Thun Thun,['Finatticz'],3gTBF9aB9MVCy9ejLo8HJJ
Nasty Freestyle,['T-Wayne'],0PT7nlpo11hYYyfnBgtilT
Tuesday (feat. Drake),"['ILOVEMAKONNEN', 'Drake']",2znzyzlAUc8Z1Ikq9aFOcx
Teach Me How to Dougie,['Cali Swag District'],61LtVmmkGr8P9I2tSPvdpf
Watch Me (Whip / Nae Nae),['Silentó'],5RIVoVdkDLEygELLCniZFr
Rolex,['Ayo & Teo'],0pSBuHjILhNEo55xK1zrRt
Me & U,['Cassie'],7k6IzwMGpxnRghE7YosnXT
Move Ya Body,"['Nina Sky', 'Jabba']",2ndnVdR8si7CW9T8vJRHyW
Chain Hang Low,['Jibbs'],0tYPj0NYa7vjlJaqlRSnJb
This Is Why I'm Hot,['MiMS'],0AA6zq5ArZ1sSH7VIMi4NK
About Us,"['Brooke Hogan', 'Paul Wall']",6REZUx5kZ8H8RRnIlKgINi
Love Me Or Hate Me,['Lady Sovereign'],4OikxHAgM14El0wQIyyhP8
Party Like A Rock Star,['SHOP BOYZ'],5kGCh49aqeRMkEOhQ9mcrW
Bottoms Up (feat. Nicki Minaj),"['Trey Songz', 'Nicki Minaj']",2IpGdrWvIZipmaxo1YRxw5
Milkshake - Radio Mix,['Kelis'],2s0ouHqJebHfiQ6C1GUFJd
Safe And Sound,['Capital Cities'],6Z8R6UsFuGXGtiIxiD8ISb
Fuck You,['CeeLo Green'],4ycLiPVzE5KamivXrAzGFG
I Love It (feat. Charli XCX),"['Icona Pop', 'Charli XCX']",6HZ9VeI5IRFCNQLXhpF4bq
Harlem Shake,['Baauer'],01XFgRZfZI7oBagNf1Loml
Hit the Quan - Original Version,['iLoveMemphis'],4OjuzM3rTWp3q60mEldNSF
Gold,['Kiiara'],6ZSO7kPn8IMJFymyticbJO
My Baby,"[""Lil' Romeo""]",0s9A4pUBLw68E76vY8LU9K
"My Neck, My Back (Lick It)",['Khia'],5r29mFrurlVBbqJzjr2XW6
Still Fly,['Big Tymers'],563vSy3HB5NHxel1VGQCW6
Hypnotized (feat. Akon),"['Plies', 'Akon']",3LN41NUdHkyNqQhi9gExMm
Make It Nasty,['Tyga'],71Wf5qK9wdtjOfMgujlN6A
Welcome To Atlanta Remix - Album Version (Edited),"['Jermaine Dupri', 'Diddy', 'Snoop Dogg', 'Murphy Lee']",6S0oeKu98RNdeMK5qR84Fu
She Got It,"['2 Pistols', 'T-Pain', 'Tay Dizm']",11WuptzKtcVfPMYaf5aook
"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","['Three 6 Mafia', 'Project Pat', 'Young-D', 'Superpower']",4xWMTkwknjh8FzxNrkwLl6
What Is It (feat. Sean Kingston),"['Baby Bash', 'Sean Kingston']",371GoHoueVN53jY8MoWufq
Pop Champagne (feat. Juelz Santana) - Explicit Album Version,"['Jim Jones', 'Ron Browz', 'Juelz Santana']",5lrOsw7J8R7shum7A4j36t
Bounce It (feat. Wale & Trey Songz),"['Juicy J', 'Wale', 'Trey Songz']",3N5oiETJEStSB71TjTFkWV
My Drink N' My 2 Step (feat. Swizz Beatz),"['Cassidy', 'Swizz Beatz']",2TXB3vQ1IdfQ8u1S0tyLvU
Right Above It,"['Lil Wayne', 'Drake']",1kMuU3TNQvHbqvXCWBodmP
Strange Clouds (feat. Lil Wayne),"['B.o.B', 'Lil Wayne']",0yQw3d0iQDjMrxaVHFv77J
Get Buck In Here - Album Version (Edited),"['DJ Felli Fel', 'Diddy', 'Akon', 'Ludacris', 'Lil Jon']",6LoHl86cjEgGpW02MNkYxq
Turn It Up,"['Chamillionaire', ""Lil' Flip""]",3KcsyKN0GyGQYGZJJhIx3L
When the Drugs Don't Work,['Doobie'],0i39HdwYbAl5YCEbnBUWeG
Suga Boom Boom,['Down3r'],56urjuqz1NIOKhhCjQhVw0
Sure Thing,['Miguel'],0JXXNGljqupsJaZsgSbMZV
Pump Up The Jam,['Technotronic'],21qnJAMtzC6S5SESuqQLEK
Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"['C & C Music Factory', 'Freedom Williams']",7eheoW4hxrH51ww2QePVwF
Everybody Everybody,['Black Box'],6wBMTv8yTiNh50fqTkT0JC
Get Ready,['2 Unlimited'],4tvOVmc2jorV20Z2hFDtDg
Twilight Zone,['2 Unlimited'],78ePMYOtObETLaxVEVizXl
Another Night,['Real McCoy'],3pEuO9J2MTEmec8kUfYYvl
Be My Lover,['La Bouche'],7FoUzKTSQp25oe32pY9z5p
The Rhythm of the Night,['Corona'],5IPJsGFKtxKDPCkT8lhEjN
"What Is Love - 7"" Mix",['Haddaway'],2IHaGyfxNoFPLJnaEg4GTs
Wannabe,['Spice Girls'],4OIelbzA9g1nMitmeGArRB
Ice Ice Baby,['Vanilla Ice'],2mKLFo9uKoB0xmCqoyjlvU
Good Vibrations,"['Marky Mark And The Funky Bunch', 'Loleatta Holloway']",58qfXxXvGdaAxPSQhhHiGW
How Bizarre,['OMC'],1YyoIOVcwPbGhHoFRZqerW
Tom's Diner,"['Suzanne Vega', 'DNA']",6dL2BnMFNAcevlL6i1amiD
Tubthumping - Radio Edit,['Chumbawamba'],74HOfIozwEkCzXx7tzROCE
Red Line,['Geordie Kieffer'],4HwvUa2CQcIFT1mfz6we1X
I'm On A Boat,"['The Lonely Island', 'T-Pain']",3IQSYqnKsCTMLWn2xE3HFT
HEROES (feat. DJ Premier),"['Macklemore', 'DJ Premier']",1fOmmZ1T1qHyhx5yt5IOS2
m.A.A.d city,"['Kendrick Lamar', 'MC Eiht']",2cDCojn6uIBM6A5xTAbl3H
When I'm Gone,['Eminem'],2lRI7n5b9jlPYsEpRuots6
My Name Is,['Eminem'],75IN3CtuZwTHTnZvYM4qnJ
Quickie,['Moneybagg Yo'],3084aAzars6DR26nCWO9Ep
Favorite Song,['Toosii'],1SRw5p2lVAi7RGlHEmZg66
Creature,"['Jelly Roll', 'Tech N9ne', 'Krizz Kaliko']",5yqKUU2DUyilP2TvOrjEzT
Gettin' Jiggy Wit It,['Will Smith'],0weAUscowxeqDtpCgtbpgp
Walk It Out,['Unk'],6PBAPjshd2JfEiWpdf3C2a
Stay Fly,['Three 6 Mafia'],5MYFw4T2gy52pOGBN4EYHS
White Tee,['Dem Franchize Boyz'],7xl8xYOCSc6Ukg6YFwi2zx
Poppin' My Collar (feat. Project Pat),"['Three 6 Mafia', 'Project Pat']",5zd9TgduWbfFXwgnm3K3Rz
2 Step,['Unk'],1ohz20hlIQjmXKhm9CQAmI
Stuntin' Like My Daddy - Street,"['Birdman', 'Lil Wayne']",3rMyMv8EjKXoPnaRo2hdJN
